,Brand,model_name,color,seller,Storage_in_GB,RAM,Screen_Size_inches,Camera,Battery_capactiy,current_price,product_url,img_url
53,Egyptian Saudi Insurance House,1 Year Extended Warranty Plan,red,Amazon,,,,,,27,https://www.amazon.eg/-/en/Extended-Household-Appliance-Equipment-EGP499-99/dp/B09TTLKL6C,https://m.media-amazon.com/images/I/61eiunz3JaL._AC_SL1500_.jpg
54,Nokia,Nokia C10,Grey,Amazon,32,2gb,,,3000,"3,725.00",https://www.amazon.eg/-/en/Nokia-c10-dual-sim-32gb/dp/B0C1ZNGYJQ,https://m.media-amazon.com/images/I/71nZAbL5+BL._AC_SL1500_.jpg
55,realme,Realme C 55,Sunshower,Amazon,8,,,,,"7,399.00",https://www.amazon.eg/-/en/Realme-55-8G-256G-Sunshower/dp/B0BZWNNRSD,https://m.media-amazon.com/images/I/81tZSD6b3UL._AC_SL1500_.jpg
56,,,Cool Black,Amazon,,8GB,,,,12,https://www.amazon.eg/-/en/OPPO-Smartphone-Version-Fingerprint-Recognition/dp/B0C5N2V1C3,https://m.media-amazon.com/images/I/71JwRA-AUfL._AC_SL1500_.jpg
57,Xiaomi,Redmi 12 - Sky Blue,Sky Blue,Amazon,256,8GB,,,22,"7,680.00",https://www.amazon.eg/-/en/Redmi-Hybrid-Dual-256GB-Inches/dp/B0C9LTLSN2,https://m.media-amazon.com/images/I/51Pm+LJGR3L._AC_SL1000_.jpg
58,SAMSUNG,Galaxy S24 Ultra,Titanium Violet,Amazon,512,12GB,,,,"77,000.00",https://www.amazon.eg/-/en/SAMSUNG-Android-Smartphone-Storage-Battery/dp/B0CQZ1JYNY,https://m.media-amazon.com/images/I/71DMZEvfSVL._AC_SL1500_.jpg
59,OPPO,A38,black,Amazon,128,4GB,,,33,"6,390.00",https://www.amazon.eg/-/en/OPPO-SUPERVOOC-Waterdrop-Additional-Exchange/dp/B0CHDW6N8J,https://m.media-amazon.com/images/I/810mPWLr-SL._AC_SL1500_.jpg
60,Generic,1,Black,Amazon,15,,,,,464,https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo0MzI1MDA1MzYxMDAxMTA2OjE3MTMyMzkyMzQ6c3BfYXRmX2Jyb3dzZTozMDAxNTE4OTAwOTM3MzI6OjA6Og&url=%2FMobile-Phone-105-Black-Single%2Fdp%2FB0CY93TDL8%2Fref%3Dsr_1_49_sspa%3Fdib%3DeyJ2IjoiMSJ9.N9HfeN986yi177-03Tt9fZC579e0YYmjCznvtaBgIantz9NVnEXJ3vFhaAFcl-7ZL657l2DmFBZj56Lrv3ygu_62Zg8TxNiWcRnPeMPGsk4.DzaI4spm56_RcQ8ECI60KjSrJcikkCX-xzWR4f5LDgU%26dib_tag%3Dse%26qid%3D1713239234%26s%3Delectronics%26sr%3D1-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/513up6tVw5L._AC_SL1500_.jpg
61,Generic,"105 EG Mobile TA-1459 DS Charcoal Black, Dual Sim",Black,Amazon,1.99,SIM,,,,679,https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo0MzI1MDA1MzYxMDAxMTA2OjE3MTMyMzkyMzQ6c3BfYXRmX2Jyb3dzZTozMDAxMzM1MzYwNTY1MzI6OjA6Og&url=%2FMobile-Phone-TA-1459-Charcoal-Ramadan%2Fdp%2FB0CV3GMYY5%2Fref%3Dsr_1_50_sspa%3Fdib%3DeyJ2IjoiMSJ9.N9HfeN986yi177-03Tt9fZC579e0YYmjCznvtaBgIantz9NVnEXJ3vFhaAFcl-7ZL657l2DmFBZj56Lrv3ygu_62Zg8TxNiWcRnPeMPGsk4.DzaI4spm56_RcQ8ECI60KjSrJcikkCX-xzWR4f5LDgU%26dib_tag%3Dse%26qid%3D1713239234%26s%3Delectronics%26sr%3D1-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/41ZvwWEkBiL._AC_.jpg
62,Generic,1,White,Amazon,15,,,,,694,https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo0MzI1MDA1MzYxMDAxMTA2OjE3MTMyMzkyMzQ6c3BfYXRmX2Jyb3dzZTozMDAxNTE4OTAwOTMzMzI6OjA6Og&url=%2FDual-B310-2G-Mobile-Phone-White%2Fdp%2FB0CYDSRKKK%2Fref%3Dsr_1_51_sspa%3Fdib%3DeyJ2IjoiMSJ9.N9HfeN986yi177-03Tt9fZC579e0YYmjCznvtaBgIantz9NVnEXJ3vFhaAFcl-7ZL657l2DmFBZj56Lrv3ygu_62Zg8TxNiWcRnPeMPGsk4.DzaI4spm56_RcQ8ECI60KjSrJcikkCX-xzWR4f5LDgU%26dib_tag%3Dse%26qid%3D1713239234%26s%3Delectronics%26sr%3D1-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/61j4wLZg8CL._AC_SL1280_.jpg
63,HONOR,Honor 90,Midnight Black,Amazon,12,,,,,"24,399.00",https://www.amazon.eg/-/en/HONOR-90-Smartphone-SuperCharge-Midnight/dp/B0CB4L248T,https://m.media-amazon.com/images/I/71uWVsDVdfL._AC_SL1500_.jpg
64,realme,realme 12 Pro,Submarine Blue,Amazon,128,Dynamic,,,5000,"17,810.00",https://www.amazon.eg/-/en/realme-Submarine-Flagship-Telephoto-Snapdragon/dp/B0CTK9M2M2,https://m.media-amazon.com/images/I/81QvAGRjTAL._AC_SL1500_.jpg
65,egyptian saudi insurance house,1 Year Extended Warranty Plan,red,Amazon,,,,,,54,https://www.amazon.eg/-/en/Extended-Household-Appliance-Equipment-EGP999-99/dp/B09TTMTS5S,https://m.media-amazon.com/images/I/61sGcnnqZQL._AC_SL1500_.jpg
66,SAMSUNG,Galaxy-A24,BLACK,Amazon,128,6GB,,,,29,https://www.amazon.eg/-/en/Samsung-Galaxy-Android-Smartphone-Storage/dp/B0C3GZLLZC,https://m.media-amazon.com/images/I/71Qw85xhy+L._AC_SL1500_.jpg
67,realme,realme 12 pro+,Navigator Beige,Amazon,12,12GB,,,,"21,659.00",https://www.amazon.eg/-/en/realme-Pro-Dual-12GB-512GB/dp/B0CTZW6XGC,https://m.media-amazon.com/images/I/819TByLAOZL._AC_SL1500_.jpg
68,egyptian saudi insurance house,1 Year Extended Warranty Plan,red,Amazon,,,,,,27,https://www.amazon.eg/-/en/Extended-Warranty-Audio-Video-products-EGP499-99/dp/B09TTNR2VW,https://m.media-amazon.com/images/I/61sGcnnqZQL._AC_SL1500_.jpg
69,OPPO,Oppo Reno 8T,red,Amazon,256,8GB,,,,60,https://www.amazon.eg/-/en/OPPO-Smartphone-Fingerprint-Recognition-Bluetooth/dp/B0BVVP8711,https://m.media-amazon.com/images/I/61elxy1AgFL._AC_SL1390_.jpg
70,Apple,iPhone 14,Starlight,Amazon,128,,,,,"36,929.00",https://www.amazon.eg/-/en/Apple-iPhone-128-Starlight-Bluetooth/dp/B0BDHWM4VX,https://m.media-amazon.com/images/I/51FQoP3cCGL._AC_SL1500_.jpg
71,Samsung,Samsung Galaxy A34,Awesome Silver,Amazon,8,8GB,,,,"13,990.00",https://www.amazon.eg/-/en/Galaxy-Dual-Awesome-Silver-256GB/dp/B0CTGHG8Q3,https://m.media-amazon.com/images/I/31sAgsqo2cL._AC_.jpg
72,realme,9 Pro - Green,Grren,Amazon,128,8GB,,,5000,"8,550.00",https://www.amazon.eg/-/en/Realme-Pro-Dual-Smartphone-128GB/dp/B0CN6ZHVTG,https://m.media-amazon.com/images/I/61EjSPXLvNL._AC_SL1000_.jpg
73,realme,Realme C67,Sunny Oasis,Amazon,256,8GB,,,,"7,997.00",https://www.amazon.eg/-/en/realme-Dual-SIM-Factory-Unlocked-Smartphone/dp/B0CQRCWH7P,https://m.media-amazon.com/images/I/715bzjyJkYL._AC_SL1500_.jpg
74,,,,Amazon,,8GB,,,,"13,666.00",https://www.amazon.eg/-/en/Samsung-Galaxy-Dual-128GB-Inches/dp/B0BXNY4YD3,https://m.media-amazon.com/images/I/71RqyKk2eBL._AC_SL1500_.jpg
75,Generic,Nokia 110 Dual SIM Mobile,Black,Amazon,,(&&,,,,553,https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo0MzI1MDA1MzYxMDAxMTA2OjE3MTMyMzkyMzQ6c3BfbXRmX2Jyb3dzZTozMDAxMDc3NjEzMzY5MzI6OjA6Og&url=%2FMobile-Phone-Black-Ramadan-Kareem%2Fdp%2FB0CQ3PG5WJ%2Fref%3Dsr_1_54_sspa%3Fdib%3DeyJ2IjoiMSJ9.JISrDXZYEQKNrSpw6uaPy9iDsYDS2_Nb6nYseE7fWb_RoT-JozhjlC2BWKd40xVPlr1FAfF3uyGTpvDnmr-SF89Po9zrfbJL13DEBtUFV5tEvYn8kxw388leZR9RyZ5ZxsZ5XKIIQZtXdCAdFWcD_gmiFADfbRJgEu2RkbwArpYVvlLmG4ed_TepAWVgM4d033rYv7Htn3IXD5mijZYx0jaAFN3imkL0C7dhN-nVmOIoIhK7kvk72taS1Ox4qKiJ.w99g0RlLZzfzgvvpz6QckSCkv1QbzBHrEfyviucz8Qw%26dib_tag%3Dse%26qid%3D1713239234%26s%3Delectronics%26sr%3D1-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/41g7zULUMlL._AC_.jpg
76,Generic,105,Black,Amazon,1,,,,,535,https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo0MzI1MDA1MzYxMDAxMTA2OjE3MTMyMzkyMzQ6c3BfbXRmX2Jyb3dzZTozMDAxMzI1NTIzMTQ3MzI6OjA6Og&url=%2FMobile-105-Phone-105-Black-Dual-SIM%2Fdp%2FB0CV9TRH4W%2Fref%3Dsr_1_55_sspa%3Fdib%3DeyJ2IjoiMSJ9.JISrDXZYEQKNrSpw6uaPy9iDsYDS2_Nb6nYseE7fWb_RoT-JozhjlC2BWKd40xVPlr1FAfF3uyGTpvDnmr-SF89Po9zrfbJL13DEBtUFV5tEvYn8kxw388leZR9RyZ5ZxsZ5XKIIQZtXdCAdFWcD_gmiFADfbRJgEu2RkbwArpYVvlLmG4ed_TepAWVgM4d033rYv7Htn3IXD5mijZYx0jaAFN3imkL0C7dhN-nVmOIoIhK7kvk72taS1Ox4qKiJ.w99g0RlLZzfzgvvpz6QckSCkv1QbzBHrEfyviucz8Qw%26dib_tag%3Dse%26qid%3D1713239234%26s%3Delectronics%26sr%3D1-55-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/61XT0TmtFJL._AC_SL1500_.jpg
77,Samsung,Samsung Galaxy Z Fold 5,Phantom Black,Amazon,256,12GB,,,4400,"65,450.00",https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo0MzI1MDA1MzYxMDAxMTA2OjE3MTMyMzkyMzQ6c3BfbXRmX2Jyb3dzZTozMDAxNTM2Njc3MzQ4MzI6OjA6Og&url=%2FSamsung-Galaxy-Android-Smartphone-Phantom%2Fdp%2FB0CC9VZDVS%2Fref%3Dsr_1_56_sspa%3Fdib%3DeyJ2IjoiMSJ9.JISrDXZYEQKNrSpw6uaPy9iDsYDS2_Nb6nYseE7fWb_RoT-JozhjlC2BWKd40xVPlr1FAfF3uyGTpvDnmr-SF89Po9zrfbJL13DEBtUFV5tEvYn8kxw388leZR9RyZ5ZxsZ5XKIIQZtXdCAdFWcD_gmiFADfbRJgEu2RkbwArpYVvlLmG4ed_TepAWVgM4d033rYv7Htn3IXD5mijZYx0jaAFN3imkL0C7dhN-nVmOIoIhK7kvk72taS1Ox4qKiJ.w99g0RlLZzfzgvvpz6QckSCkv1QbzBHrEfyviucz8Qw%26dib_tag%3Dse%26qid%3D1713239234%26s%3Delectronics%26sr%3D1-56-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/7102NAlM6FL._AC_SL1500_.jpg
78,Samsung,Samsung Galaxy A15,Yellow,Amazon,128,6GB,,,,"7,350.00",https://www.amazon.eg/-/en/Samsung-Galaxy-Dual-128GB-Inches/dp/B0CQ5CHKM5,https://m.media-amazon.com/images/I/61hdrs3-MuL._AC_SL1500_.jpg
79,OPPO,Oppo A58,black,Amazon,8,,,,,"6,670.00",https://www.amazon.eg/-/en/OPPO-A58-SmartPhone-Glowing-Black/dp/B0CDXDVPHR,https://m.media-amazon.com/images/I/81syiAT-7oL._AC_SL1500_.jpg
80,SAMSUNG,Galaxy S24 Ultra,Titanium Black,Amazon,512,12GB,,,,"75,000.00",https://www.amazon.eg/-/en/SAMSUNG-Android-Smartphone-Storage-Battery/dp/B0CQZ1NNLD,https://m.media-amazon.com/images/I/71+WncNIt7L._AC_SL1500_.jpg
81,Xiaomi,Redmi A2+/ 64GB - Black,Black,Amazon,64,3GB,,,5000,"4,666.00",https://www.amazon.eg/-/en/Xiaomi-Redmi-Dual-SIM-64GB/dp/B0CF2FYG43,https://m.media-amazon.com/images/I/71NA7Z6L7FL._AC_SL1500_.jpg
82,SAMSUNG,Galaxy S24 Ultra,Titanium Gray,Amazon,512,12GB,,,,"77,000.00",https://www.amazon.eg/-/en/SAMSUNG-Android-Smartphone-Storage-Battery/dp/B0CQZ1562C,https://m.media-amazon.com/images/I/713icYPjIZL._AC_SL1500_.jpg
83,Nokia,Nokia 106,Black,Amazon,512,,,,1000,490,https://www.amazon.eg/-/en/Nokia-106-30-Cell-Phone/dp/B098TYZRZ3,https://m.media-amazon.com/images/I/618bNXFwmXL._AC_SL1500_.jpg
84,Nokia,106 TA-1114 DS,Black,Amazon,,,,,,780,https://www.amazon.eg/-/en/Nokia-106-Dual-Sim-black/dp/B085N4B378,https://m.media-amazon.com/images/I/61rTSeWyUpL._AC_SL1500_.jpg
85,Oppo,OPPO A18 128GB 4GB Glowing Black UAE VERSION,BLACK,Amazon,128,,,,,"6,199.00",https://www.amazon.eg/-/en/A18-128GB-Glowing-Black-VERSION/dp/B0CKHMH1YB,https://m.media-amazon.com/images/I/61MUYMX4SXL._AC_SL1200_.jpg
86,,,,Amazon,,4GB,,,,"5,463.00",https://www.amazon.eg/-/en/realme-Dual-Carbon-Black-128GB/dp/B0CBTK7G27,https://m.media-amazon.com/images/I/51byClcWXML._AC_SL1500_.jpg
87,Infinix,Hot 30i,GLACIER BLUE,Amazon,128,4GB,,,5000,"5,499.00",https://www.amazon.eg/-/en/Infinix-X669C-Dual-128GB-Inches/dp/B0CB1K8DRG,https://m.media-amazon.com/images/I/61NFeH8NdYL._AC_SL1500_.jpg
88,OPPO,Oppo A17,light blue,Amazon,64,3GB,,,5000,"5,150.00",https://www.amazon.eg/-/en/OPPO-Smartphone-5000mAh-Fingerprint-CPH2471/dp/B0BT4P79F2,https://m.media-amazon.com/images/I/61mVkdJfDsL._AC_SL1500_.jpg
89,Xiaomi,Redmi note 13 pro,Midnight Black,Amazon,512,(12GB,,,,"21,999.00",https://www.amazon.eg/-/en/Xiaomi-Smartphone-Snapdragon-2-4GHz-Midnight/dp/B0CS4KH3VF,https://m.media-amazon.com/images/I/516ja7b3f+L._AC_SL1000_.jpg
90,Generic,1,Black,Amazon,15,,,,,464,https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo2NDA1NDUyMDA5ODM3MTA2OjE3MTMyMzk3NTU6c3BfYXRmX2Jyb3dzZTozMDAxNTE4OTAwOTM3MzI6OjA6Og&url=%2FMobile-Phone-105-Black-Single%2Fdp%2FB0CY93TDL8%2Fref%3Dsr_1_73_sspa%3Fdib%3DeyJ2IjoiMSJ9.8IIFXG-2ItNZDaq-vxYvIlbmz_UJau5IhAMQ2VzTU4tAXR1PfSICfAS86lzkC6EQSgIagwkITbImWDZtvuy3HL3jTGqLo8ZTr8N45b5wmuI.QeN1GWPU7Gdwrt-JLoXm6Dbik0l2-awD0pQWaj3LslA%26dib_tag%3Dse%26qid%3D1713239755%26s%3Delectronics%26sr%3D1-73-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/513up6tVw5L._AC_SL1500_.jpg
91,Generic,"105 EG Mobile TA-1459 DS Charcoal Black, Dual Sim",Black,Amazon,1.99,SIM,,,,679,https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo2NDA1NDUyMDA5ODM3MTA2OjE3MTMyMzk3NTU6c3BfYXRmX2Jyb3dzZTozMDAxMzM1MzYwNTY1MzI6OjA6Og&url=%2FMobile-Phone-TA-1459-Charcoal-Ramadan%2Fdp%2FB0CV3GMYY5%2Fref%3Dsr_1_74_sspa%3Fdib%3DeyJ2IjoiMSJ9.8IIFXG-2ItNZDaq-vxYvIlbmz_UJau5IhAMQ2VzTU4tAXR1PfSICfAS86lzkC6EQSgIagwkITbImWDZtvuy3HL3jTGqLo8ZTr8N45b5wmuI.QeN1GWPU7Gdwrt-JLoXm6Dbik0l2-awD0pQWaj3LslA%26dib_tag%3Dse%26qid%3D1713239755%26s%3Delectronics%26sr%3D1-74-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/41ZvwWEkBiL._AC_.jpg
92,Generic,1,White,Amazon,15,,,,,694,https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo2NDA1NDUyMDA5ODM3MTA2OjE3MTMyMzk3NTU6c3BfYXRmX2Jyb3dzZTozMDAxNTE4OTAwOTMzMzI6OjA6Og&url=%2FDual-B310-2G-Mobile-Phone-White%2Fdp%2FB0CYDSRKKK%2Fref%3Dsr_1_75_sspa%3Fdib%3DeyJ2IjoiMSJ9.8IIFXG-2ItNZDaq-vxYvIlbmz_UJau5IhAMQ2VzTU4tAXR1PfSICfAS86lzkC6EQSgIagwkITbImWDZtvuy3HL3jTGqLo8ZTr8N45b5wmuI.QeN1GWPU7Gdwrt-JLoXm6Dbik0l2-awD0pQWaj3LslA%26dib_tag%3Dse%26qid%3D1713239755%26s%3Delectronics%26sr%3D1-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/61j4wLZg8CL._AC_SL1280_.jpg
93,Redmi,Redmi 12 - Midnight Black,Midnight Black,Amazon,128,8GB,,,5000,"7,777.00",https://www.amazon.eg/-/en/Redmi-12-128GB-6-79-Inches/dp/B0CV5XBSMQ,https://m.media-amazon.com/images/I/513rNt-cvGL._AC_SL1000_.jpg
94,OPPO,,black,Amazon,256,8GB,,,,"8,499.00",https://www.amazon.eg/-/en/OPPO-A78-Dual-256GB-Inches/dp/B0CJQ2S227,https://m.media-amazon.com/images/I/51WRPmrEH+L._AC_SL1000_.jpg
95,egyptian saudi insurance house,1 Year Extended Warranty Plan,red,Amazon,,,,,,80,https://www.amazon.eg/-/en/Extended-Household-Appliance-Equipment-EGP1499-99/dp/B09TTM3NFF,https://m.media-amazon.com/images/I/61wDIlo+8+L._AC_SL1500_.jpg
96,Nokia,Nokia C10,Grey,Amazon,32,2gb,,,,"3,999.00",https://www.amazon.eg/-/en/Nokia-android-smartphone-v-notch-proximity/dp/B0B39LN2N6,https://m.media-amazon.com/images/I/81LrJ-Q-TgS._AC_SL1500_.jpg
97,HONOR,Honor X9b,Sunrise Orange,Amazon,12,,,,,"21,550.00",https://www.amazon.eg/-/en/HONOR-12GB-256GB-Sunrise-Orange/dp/B0CLDSD5B4,https://m.media-amazon.com/images/I/81FmX+ooJQL._AC_SL1500_.jpg
98,Oppo,Oppo Find,red,Amazon,12,12GB,,,,"28,699.00",https://www.amazon.eg/-/en/Oppo-Find-256GB-Black-Bluetooth/dp/B09TBDZ92X,https://m.media-amazon.com/images/I/91SqLMOJxML._AC_SL1500_.jpg
99,POCO,Poco C65,Matte Black,Amazon,128,6GB,,,5000,"6,650.00",https://www.amazon.eg/-/en/POCO-C65-Matte-Black-128GB/dp/B0CQG79KT8,https://m.media-amazon.com/images/I/51PQfSwIqyL._AC_SL1100_.jpg
100,SAMSUNG,SM-A235FLBKMEB,blue,Amazon,128,6GB,,,,"8,233.00",https://www.amazon.eg/-/en/Samsung-Galaxy-A23-Dual-128GB/dp/B09Y67RDN7,https://m.media-amazon.com/images/I/61mOx8va+LL._AC_SL1500_.jpg
101,Samsung,Samsung Galaxy Z Fold 5,Phantom Black,Amazon,256,12GB,,,4400,"65,450.00",https://www.amazon.eg/-/en/Samsung-Galaxy-Android-Smartphone-Phantom/dp/B0CC9VZDVS,https://m.media-amazon.com/images/I/7102NAlM6FL._AC_SL1500_.jpg
102,Aode,Lava Iris 46,B09JLWDNJ1,Amazon,32,1GB,,,5,"1,900.00",https://www.amazon.eg/-/en/Lava-Iris-46-Dual-Sim/dp/B09JLWDNJ1,https://m.media-amazon.com/images/I/61X3H93G30L._AC_SL1500_.jpg
103,realme,C67,Black Rock,Amazon,8,8GB,,,,"7,974.00",https://www.amazon.eg/-/en/realme-256GB-RMX3890-Black-Rock/dp/B0CRDST15K,https://m.media-amazon.com/images/I/510eKsW7xLL._AC_SL1500_.jpg
104,,,,Amazon,,8gb,,,,80,https://www.amazon.eg/-/en/Samsung-galaxy-mobile-android-awesome/dp/B0BXNWFS19,https://m.media-amazon.com/images/I/71NvEbrOUFL._AC_SL1500_.jpg
105,Generic,Nokia 110 Dual SIM Mobile,Black,Amazon,,(&&,,,,553,https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo2NDA1NDUyMDA5ODM3MTA2OjE3MTMyMzk3NTU6c3BfbXRmX2Jyb3dzZTozMDAxMDc3NjEzMzY5MzI6OjA6Og&url=%2FMobile-Phone-Black-Ramadan-Kareem%2Fdp%2FB0CQ3PG5WJ%2Fref%3Dsr_1_78_sspa%3Fdib%3DeyJ2IjoiMSJ9.cATKxR_dnnQi8d2hloZRyYnrAec9PMC-ftuK5s40t4lMXd5VbQScSSLNJtJbDLoRr3SUGREj9waG710dIqCc6GjhTIGZx17njrB4oLcA0NfV9aYH0v54O2QVF7fRgtVo1YGsPG_SuBVnVziQSQHHVLuocQ0I8Aqp9ZNrSgs6uEkR6wlRwmTViZxpqF6mzY6S6GE4c17CD6n1GzcqKz8ZN2Zeujtn1hiipQFhtI47jbAtZq2NNW7l0pqtS_A9jshN.83Ys00qXDXpIM_B0zUSuspRh3hpOjTYWWNfokKIsvNg%26dib_tag%3Dse%26qid%3D1713239755%26s%3Delectronics%26sr%3D1-78-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/41g7zULUMlL._AC_.jpg
106,Generic,105,Black,Amazon,1,,,,,535,https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo2NDA1NDUyMDA5ODM3MTA2OjE3MTMyMzk3NTU6c3BfbXRmX2Jyb3dzZTozMDAxMzI1NTIzMTQ3MzI6OjA6Og&url=%2FMobile-105-Phone-105-Black-Dual-SIM%2Fdp%2FB0CV9TRH4W%2Fref%3Dsr_1_79_sspa%3Fdib%3DeyJ2IjoiMSJ9.cATKxR_dnnQi8d2hloZRyYnrAec9PMC-ftuK5s40t4lMXd5VbQScSSLNJtJbDLoRr3SUGREj9waG710dIqCc6GjhTIGZx17njrB4oLcA0NfV9aYH0v54O2QVF7fRgtVo1YGsPG_SuBVnVziQSQHHVLuocQ0I8Aqp9ZNrSgs6uEkR6wlRwmTViZxpqF6mzY6S6GE4c17CD6n1GzcqKz8ZN2Zeujtn1hiipQFhtI47jbAtZq2NNW7l0pqtS_A9jshN.83Ys00qXDXpIM_B0zUSuspRh3hpOjTYWWNfokKIsvNg%26dib_tag%3Dse%26qid%3D1713239755%26s%3Delectronics%26sr%3D1-79-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/61XT0TmtFJL._AC_SL1500_.jpg
107,Samsung,Samsung Galaxy Z Fold 5,Phantom Black,Amazon,256,12GB,,,4400,"65,450.00",https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo2NDA1NDUyMDA5ODM3MTA2OjE3MTMyMzk3NTU6c3BfbXRmX2Jyb3dzZTozMDAxNTM2Njc3MzQ4MzI6OjA6Og&url=%2FSamsung-Galaxy-Android-Smartphone-Phantom%2Fdp%2FB0CC9VZDVS%2Fref%3Dsr_1_80_sspa%3Fdib%3DeyJ2IjoiMSJ9.cATKxR_dnnQi8d2hloZRyYnrAec9PMC-ftuK5s40t4lMXd5VbQScSSLNJtJbDLoRr3SUGREj9waG710dIqCc6GjhTIGZx17njrB4oLcA0NfV9aYH0v54O2QVF7fRgtVo1YGsPG_SuBVnVziQSQHHVLuocQ0I8Aqp9ZNrSgs6uEkR6wlRwmTViZxpqF6mzY6S6GE4c17CD6n1GzcqKz8ZN2Zeujtn1hiipQFhtI47jbAtZq2NNW7l0pqtS_A9jshN.83Ys00qXDXpIM_B0zUSuspRh3hpOjTYWWNfokKIsvNg%26dib_tag%3Dse%26qid%3D1713239755%26s%3Delectronics%26sr%3D1-80-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/7102NAlM6FL._AC_SL1500_.jpg
108,SAMSUNG,Galaxy S24+,Onyx Black,Amazon,256,Faster,,,,"50,399.00",https://www.amazon.eg/-/en/SAMSUNG-Android-Smartphone-Storage-Display/dp/B0CQZ26R23,https://m.media-amazon.com/images/I/61wfSxvntTL._AC_SL1500_.jpg
109,egyptian saudi insurance house,1 Year Extended Warranty Plan,red,Amazon,,,,,,107,https://www.amazon.eg/-/en/Extended-Household-Appliance-Equipment-EGP1999-99/dp/B09TTMCXSY,https://m.media-amazon.com/images/I/61MwxYWACNL._AC_SL1500_.jpg
110,Samsung,Samsung Galaxy A34,multi,Amazon,128,8gb,,,,67,https://www.amazon.eg/-/en/Samsung-galaxy-mobile-android-awesome/dp/B0BXNW9F51,https://m.media-amazon.com/images/I/71mHgTssjAL._AC_SL1500_.jpg
111,Xiaomi,redmi a3,Midnight Black Global ROM,Amazon,64,,,,,"4,995.00",https://www.amazon.eg/-/en/Xiaomi-Redmi-A3-Unlocked-Midnight/dp/B0CW7X2SBH,https://m.media-amazon.com/images/I/712EPllHDiL._AC_SL1500_.jpg
112,Itel,it2160Blue,Blue,Amazon,32,,,,,567,https://www.amazon.eg/-/en/iTel-it2160-1-77-inch-Dual-Mobile-Phone/dp/B091P12MVF,https://m.media-amazon.com/images/I/51fT5JS88FL._AC_SL1500_.jpg
113,OPPO,Oppo Reno 10,silver,Amazon,256,8GB,,,,"15,950.00",https://www.amazon.eg/-/en/Storage-Mobile-4600mAh-Battery-6-7-Inch/dp/B0CBKL7X78,https://m.media-amazon.com/images/I/61MKU03F5-L._AC_SL1280_.jpg
114,Samsung,Galaxy-A04,bronze,Amazon,64,4GB,,,,"5,125.00",https://www.amazon.eg/-/en/SAMSUNG-Galaxy-Smartphone-Storage-Copper/dp/B0BN4RQKN3,https://m.media-amazon.com/images/I/81i6m64KmUL._AC_SL1500_.jpg
115,Generic,HOPE K19 4 SIM CARDS PHONE,Black,Amazon,2.12,,,,,"1,900.00",https://www.amazon.eg/-/en/Mobile-Phone-1-22000mAh-Light-Black/dp/B0CV4F7SBP,https://m.media-amazon.com/images/I/417BOAjSsrL._AC_.jpg
